148,18,568,13
149,18,55,9
150,18,249,12
151,18,222,1
152,19,362,10
153,19,531,2
154,19,345,13
155,19,538,8
156,19,13,14
157,19,189,6
158,19,135,8
159,19,398,7
160,20,511,17
161,20,448,15
162,20,23,18
163,20,202,7
164,20,456,16
165,20,143,6
166,20,23,3
167,20,433,1
168,21,406,13
169,21,521,14
170,21,205,16
171,21,376,3
172,21,285,11
173,21,281,7
174,21,153,12
175,21,197,1
176,22,2,16
177,22,130,8
178,22,466,14
179,22,128,12
180,22,367,11
181,22,485,19
182,22,459,1
183,22,290,14
184,23,368,8
185,23,118,17
186,23,200,17
187,23,586,18
188,23,181,1
189,23,59,3
190,23,144,4
191,23,290,15
192,24,281,16
193,24,458,14
194,24,186,4
195,24,93,8
196,24,336,16
197,24,434,12
198,24,113,7
199,24,491,11
200,25,537,6
201,25,284,9
202,25,558,14
203,25,207,11
204,25,359,8
205,25,204,14
206,25,152,5
207,25,230,15
208,26,94,4
209,26,590,5
210,26,272,19
211,26,35,10
212,26,462,16
213,26,162,10
214,26,166,3
215,26,307,15
216,27,539,11
217,27,293,14
218,27,183,15
219,27,206,16
220,27,393,18
221,27,65,17
222,27,361,3
223,27,195,12
224,28,590,13
225,28,361,17
226,28,418,17
227,28,591,16
228,28,452,2
229,28,598,13
230,28,88,7
231,28,535,17
232,29,116,9
233,29,105,1
234,29,155,18
235,29,455,2
236,29,197,18
237,29,68,9
238,29,430,5
239,29,422,11
240,30,190,5
241,30,335,18
242,30,104,10
243,30,155,7
244,30,518,13
245,30,502,5
246,30,50,1
247,30,591,7
248,31,66,6
249,31,482,19
250,31,186,12
251,31,474,7
252,31,394,7
253,31,67,1
254,31,183,6
255,31,174,1
256,32,387,7
257,32,188,9
258,32,523,17
259,32,494,2
260,32,24,14
261,32,298,5
262,32,490,5
263,32,566,18
264,33,320,9
265,33,255,17
266,33,19,4
267,33,313,3
268,33,438,4
269,33,250,18
270,33,453,17
271,33,466,2
272,34,312,12
273,34,260,11
274,34,55,9
275,34,503,10
276,34,481,5
277,34,54,15
278,34,30,2
279,34,420,16
280,35,581,13
281,35,341,3
282,35,379,12
283,35,395,5
284,35,482,16
285,35,397,5
286,35,464,17
287,35,341,16
288,36,433,17
289,36,240,6
290,36,99,10
291,36,323,15
292,36,292,5
293,36,11,3
294,36,137,3
295,36,533,9
296,37,503,16
297,37,115,8
298,37,481,4
299,37,294,17
300,37,404,11
301,37,483,8
302,37,181,12
303,37,491,19
304,38,423,8
305,38,416,11
306,38,246,8
307,38,200,15
308,38,449,16
309,38,68,10
310,38,340,14
311,38,4,17
312,39,26,12
313,39,524,8
314,39,475,19
315,39,77,4
316,39,171,14
317,39,233,17
318,39,388,1
319,39,434,19
320,40,162,6
321,40,60,6
322,40,208,12
323,40,95,18
324,40,178,15
325,40,3,15
326,40,193,4
327,40,499,8
328,41,460,11
329,41,153,9
330,41,454,14
331,41,592,13
332,41,368,13
333,41,29,16
334,41,538,2
335,41,34,2
336,42,298,6
337,42,177,3
338,42,95,9
339,42,49,14
340,42,538,11
341,42,464,7
342,42,192,9
343,42,51,10
344,43,319,13
345,43,448,2
346,43,201,18
347,43,300,6
348,43,462,4
349,43,163,12
350,43,335,6
351,43,581,19
352,44,555,13
353,44,395,19
354,44,241,11
355,44,89,15
356,44,360,19
357,44,491,16
358,44,436,17
359,44,210,12
360,45,301,14
361,45,282,17
362,45,297,9
363,45,62,10
364,45,227,9
365,45,246,19
366,45,279,19
367,45,8,7
368,46,591,10
369,46,209,19
370,46,583,5
371,46,297,6
372,46,152,16
373,46,2,2
374,46,46,2
375,46,139,16
376,47,26,7
377,47,269,9
378,47,366,16
379,47,280,14
380,47,111,6
381,47,559,18
382,47,551,4
383,47,271,14
384,48,407,3
385,48,373,19
386,48,187,6
387,48,415,4
388,48,137,2
389,48,18,10
390,48,326,13
391,48,467,3
392,49,315,17
393,49,38,19
394,49,486,6
395,49,578,15
396,49,563,4
397,49,560,9
398,49,58,5
399,49,470,19
400,50,304,17
401,50,242,12
402,50,527,19
403,50,209,7
404,50,253,1
405,50,48,16
406,50,280,10
407,50,82,11
408,51,228,19
409,51,444,15
410,51,331,18
411,51,242,2
412,51,298,17
413,51,540,15
414,51,417,10
415,51,323,12
416,52,394,19
417,52,66,10
418,52,507,7
419,52,581,4
420,52,299,19
421,52,416,9
422,52,77,9
423,52,288,18
424,53,243,19
425,53,542,3
426,53,283,2
427,53,7,11
428,53,121,12
429,53,427,15
430,53,500,2
431,53,190,7
432,54,257,18
433,54,433,18
434,54,45,11
435,54,32,4
436,54,229,15
437,54,545,18
438,54,460,16
439,54,97,10
440,55,192,17
441,55,102,8
442,55,276,16
443,55,390,3
444,55,296,13
445,55,543,14
446,55,118,6
447,55,51,8
448,56,546,13
449,56,60,3
450,56,195,16
451,56,268,7
452,56,598,4
453,56,381,18
454,56,521,6
455,56,84,6
456,57,343,7
457,57,474,7
458,57,3,18
459,57,178,6
460,57,470,16
461,57,108,3
462,57,266,18
463,57,422,6
464,58,553,14
465,58,339,16
466,58,427,7
467,58,568,1
468,58,160,15
469,58,180,2
470,58,405,12
471,58,379,3
472,59,235,3
473,59,213,16
474,59,468,2
475,59,469,3
476,59,340,7
477,59,94,19
478,59,509,18
479,59,438,13
480,60,110,15
481,60,426,19
482,60,253,11
483,60,91,14
484,60,212,17
485,60,435,10
486,60,582,9
487,60,24,10
488,61,60,13
489,61,439,12
490,61,286,1
491,61,450,7
492,61,477,6
493,61,235,1
494,61,124,9
495,61,269,14
496,62,453,4
497,62,285,14
498,62,404,11
499,62,340,11
500,62,91,18
501,62,155,3
502,62,57,10
503,62,64,3
504,63,397,17
505,63,160,10
506,63,535,10
507,63,542,12
508,63,295,13
509,63,375,11
510,63,588,19
511,63,101,5
512,64,425,3
513,64,284,12
514,64,557,19
515,64,573,17
516,64,19,19
517,64,99,12
518,64,139,12
519,64,204,5
520,65,296,5
521,65,135,13
522,65,161,16
523,65,279,7
524,65,372,3
525,65,180,9
526,65,419,15
527,65,454,19
528,66,39,16
529,66,333,1
530,66,214,19
531,66,563,12
532,66,500,9
533,66,154,8
534,66,552,12
535,66,400,17
536,67,310,4
537,67,300,5
538,67,528,3
539,67,552,11
540,67,124,3
541,67,191,2
542,67,362,9
543,67,261,16
544,68,585,17
545,68,379,3
546,68,326,8
547,68,511,16
548,68,63,4
549,68,463,1
550,68,501,16
551,68,216,5
552,69,279,15
553,69,325,7
554,69,519,17
555,69,589,19
556,69,421,16
557,69,26,16
558,69,336,4
559,69,488,13
560,70,87,1
561,70,449,13
562,70,274,5
563,70,509,9
564,70,362,16
565,70,311,10
566,70,487,7
567,70,116,18
568,71,263,6
569,71,340,18
570,71,193,5
571,71,495,7
572,71,360,11
573,71,341,18
574,71,116,13
575,71,112,9
576,72,313,6
577,72,242,4
578,72,391,12
579,72,147,7
580,72,20,1
581,72,150,7
582,72,71,7
583,72,517,12
584,73,427,11
585,73,0,5
586,73,380,3
587,73,340,5
588,73,188,9
589,73,130,5
590,73,177,12
591,73,41,1
592,74,132,18
593,74,72,14
594,74,446,12
595,74,80,10
596,74,25,14
597,74,182,10
598,74,588,11
599,74,389,13
600,75,473,5
601,75,103,13
602,75,40,7
603,75,589,17
604,75,170,11
605,75,186,6
606,75,282,8
607,75,589,2
608,76,424,2
609,76,163,4
610,76,64,9
611,76,134,11
612,76,274,14
613,76,288,13
614,76,215,1
615,76,199,12
616,77,424,8
617,77,156,3
618,77,361,15
619,77,296,5
620,77,212,13
621,77,100,1
622,77,23,3
623,77,305,9
624,78,139,9
625,78,86,16
626,78,509,5
627,78,574,14
628,78,473,5
629,78,110,15
630,78,581,8
631,78,215,17
632,79,356,7
633,79,295,14
634,79,13,5
635,79,237,9
636,79,229,19
637,79,219,5
638,79,109,14
639,79,338,5
640,80,301,5
641,80,159,18
642,80,6,8
643,80,509,9
644,80,578,7
645,80,479,19
646,80,334,2
647,80,154,1
648,81,283,15
649,81,354,12
650,81,147,5
651,81,196,9
652,81,69,13
653,81,155,11
654,81,206,8
655,81,570,1
656,82,371,8
657,82,585,15
658,82,24,2
659,82,56,5
660,82,197,15
661,82,197,8
662,82,257,14
663,82,177,1
664,83,191,19
665,83,279,18
666,83,554,2
667,83,3,1
668,83,183,14
669,83,433,10
670,83,528,7
671,83,84,5
672,84,155,3
673,84,145,1
674,84,296,17
675,84,255,10
676,84,529,18
677,84,166,15
678,84,131,4
679,84,246,16
680,85,219,14
681,85,97,10
682,85,158,8
683,85,120,12
684,85,46,6
685,85,101,5
686,85,576,12
687,85,189,1
688,86,60,10
689,86,442,1
690,86,5,18
691,86,125,18
692,86,465,4
693,86,470,12
694,86,547,11
695,86,214,2
696,87,393,14
697,87,36,2
698,87,76,10
699,87,578,1
700,87,325,18
701,87,486,18
702,87,426,8
703,87,397,19
704,88,303,10
705,88,96,14
706,88,301,3
707,88,478,2
708,88,32,8
709,88,3,10
710,88,77,10
711,88,80,9
712,89,512,19
713,89,191,10
714,89,217,10
715,89,60,16
716,89,404,4
717,89,95,14
718,89,372,7
719,89,545,11
720,90,271,7
721,90,482,7
722,90,388,10
723,90,81,17
724,90,388,14
725,90,451,11
726,90,383,14
727,90,386,15
728,91,178,2
729,91,341,11
730,91,232,6
731,91,545,11
732,91,254,15
733,91,476,1
734,91,112,9
735,91,67,8
736,92,428,12
737,92,225,1
738,92,343,5
739,92,368,19
740,92,371,11
741,92,222,5
742,92,85,15
743,92,368,13
744,93,182,18
745,93,519,12
746,93,21,3
747,93,86,9
748,93,53,10
749,93,218,16
750,93,490,15
751,93,423,2
752,94,174,9
753,94,44,2
754,94,499,8
755,94,99,15
756,94,391,19
757,94,526,11
758,94,173,7
759,94,451,7
760,95,436,3
761,95,528,17
762,95,380,18
763,95,154,4
764,95,555,15
765,95,507,9
766,95,584,15
767,95,468,19
768,96,55,3
769,96,544,13
770,96,368,8
771,96,373,1
772,96,479,4
773,96,205,2
774,96,575,7
775,96,101,16
776,97,456,14
777,97,210,15
778,97,208,8
779,97,518,7
780,97,16,5
781,97,37,8
782,97,349,13
783,97,379,14
784,98,515,9
785,98,157,18
786,98,122,4
787,98,192,14
788,98,280,4
789,98,313,16
790,98,467,8
791,98,24,2
792,99,596,19
793,99,460,6
794,99,455,2
795,99,287,7
796,99,258,12
797,99,257,12
798,99,401,3
799,99,327,7
800,100,214,3
801,100,436,5
802,100,416,11
803,100,567,14
804,100,403,2
805,100,450,14
806,100,543,19
807,100,314,13
808,101,433,5
809,101,202,6
810,101,427,16
811,101,293,13
812,101,299,1
813,101,583,16
814,101,164,7
815,101,504,3
816,102,479,15
817,102,101,8
818,102,569,9
819,102,385,10
820,102,312,2
821,102,34,18
822,102,26,4
823,102,554,12
824,103,296,18
825,103,96,3
826,103,236,4
827,103,228,19
828,103,313,6
829,103,348,4
830,103,350,19
831,103,95,13
832,104,315,9
833,104,25,18
834,104,488,17
835,104,216,9
836,104,577,3
837,104,340,19
838,104,433,5
839,104,60,9
840,105,557,4
841,105,417,10
842,105,406,10
843,105,133,4
844,105,361,9
845,105,311,8
846,105,211,15
847,105,0,16
848,106,563,3
849,106,583,7
850,106,349,14
851,106,278,9
852,106,464,16
853,106,76,8
854,106,490,18
855,106,87,13
856,107,454,15
857,107,263,11
858,107,418,19
859,107,231,18
860,107,456,1
861,107,111,13
862,107,316,6
863,107,313,7
864,108,410,5
865,108,341,3
866,108,418,7
867,108,349,5
868,108,488,5
869,108,113,8
870,108,199,7
871,108,173,19
872,109,84,2
873,109,528,3
874,109,420,1
875,109,316,19
876,109,183,16
877,109,74,3
878,109,99,13
879,109,342,12
880,110,43,4
881,110,302,9
882,110,435,12
883,110,422,10
884,110,301,6
885,110,569,2
886,110,250,5
887,110,39,10
888,111,132,10
889,111,420,15
890,111,75,17
891,111,488,10
892,111,276,10
893,111,163,14
894,111,347,17
895,111,584,8
896,112,465,8
897,112,494,14
898,112,336,3
899,112,326,7
900,112,344,6
901,112,431,12
902,112,384,2
903,112,440,13
904,113,553,4
905,113,127,1
906,113,563,11
907,113,242,16
908,113,134,6
909,113,290,18
910,113,437,6
911,113,50,8
912,114,445,12
913,114,318,16
914,114,534,16
915,114,80,3
916,114,43,16
917,114,347,17
918,114,312,14
919,114,561,11
920,115,8,10
921,115,33,19
922,115,135,16
923,115,101,3
924,115,291,13
925,115,167,19
926,115,529,4
927,115,338,4
928,116,231,6
929,116,237,17
930,116,543,9
931,116,409,11
932,116,348,10
933,116,147,2
934,116,177,1
935,116,369,9
936,117,249,14
937,117,91,9
938,117,12,16
939,117,406,16
940,117,241,17
941,117,512,7
942,117,303,15
943,117,258,10
944,118,9,8
945,118,20,8
946,118,157,2
947,118,401,15
948,118,438,10
949,118,125,3
950,118,569,8
951,118,110,15
952,119,447,13
953,119,537,12
954,119,242,7
955,119,248,15
956,119,7,18
957,119,205,8
958,119,250,7
959,119,204,14
960,120,308,4
961,120,138,7
962,120,175,14
963,120,125,19
964,120,560,2
965,120,72,10
966,120,290,11
967,120,559,1
968,121,80,17
969,121,358,16
970,121,498,4
971,121,160,18
972,121,61,12
973,121,194,5
974,121,111,17
975,121,82,7
976,122,163,12
977,122,299,13
978,122,284,8
979,122,387,4
980,122,227,3
981,122,257,6
982,122,270,8
983,122,418,5
984,123,164,2
985,123,111,17
986,123,433,15
987,123,151,8
988,123,195,2
989,123,348,18
990,123,469,9
991,123,378,6
992,124,218,14
993,124,549,3
994,124,76,8
995,124,244,6
996,124,168,10
997,124,152,7
998,124,426,14
999,124,466,11
1000,125,438,13
1001,125,89,3
1002,125,177,15
1003,125,290,8
1004,125,344,8
1005,125,63,18
1006,125,285,6
1007,125,388,15
1008,126,589,10
1009,126,110,3
1010,126,236,16
1011,126,63,6
1012,126,216,2
1013,126,315,4
1014,126,286,8
1015,126,58,17
1016,127,296,10
1017,127,442,9
1018,127,398,17
1019,127,247,15
1020,127,354,9
1021,127,220,16
1022,127,588,3
1023,127,189,2
1024,128,70,10
1025,128,575,2
1026,128,263,5
1027,128,536,13
1028,128,360,9
1029,128,225,8
1030,128,344,10
1031,128,374,4
1032,129,472,3
1033,129,240,11
1034,129,96,6
1035,129,176,9
1036,129,505,2
1037,129,486,2
1038,129,520,9
1039,129,363,16
1040,130,293,11
1041,130,247,15
1042,130,545,13
1043,130,41,7
1044,130,140,11
1045,130,453,18
1046,130,581,19
1047,130,18,14
1048,131,71,2
1049,131,295,16
1050,131,557,6
1051,131,555,12
1052,131,383,14
1053,131,372,7
1054,131,118,4
1055,131,72,10
1056,132,433,16
1057,132,39,5
1058,132,395,1
1059,132,551,15
1060,132,589,16
1061,132,200,5
1062,132,329,12
1063,132,365,10
1064,133,357,7
1065,133,128,18
1066,133,460,5
1067,133,369,12
1068,133,295,11
1069,133,438,19
1070,133,258,13
1071,133,81,2
1072,134,471,12
1073,134,508,12
1074,134,417,9
1075,134,497,17
1076,134,336,9
1077,134,374,2
1078,134,81,13
1079,134,264,9
1080,135,278,9
1081,135,484,1
1082,135,122,8
1083,135,248,9
1084,135,448,4
1085,135,47,8
1086,135,346,18
1087,135,533,1
1088,136,400,12
1089,136,255,9
1090,136,244,1
1091,136,381,16
1092,136,244,17
1093,136,220,1
1094,136,463,14
1095,136,483,2
1096,137,560,7
1097,137,4,4
1098,137,506,16
1099,137,355,9
1100,137,264,17
1101,137,73,6
1102,137,353,1
1103,137,73,7
1104,138,182,14
1105,138,464,4
1106,138,7,19
1107,138,133,15
1108,138,411,11
1109,138,103,11
1110,138,141,14
1111,138,512,4
1112,139,131,17
1113,139,439,18
1114,139,569,7
1115,139,218,1
1116,139,254,14
1117,139,351,13
1118,139,9,16
1119,139,522,6
1120,140,461,15
1121,140,596,19
1122,140,165,14
1123,140,229,15
1124,140,315,1
1125,140,233,12
1126,140,492,7
1127,140,307,2
1128,141,511,6
1129,141,19,2
1130,141,167,1
1131,141,522,19
1132,141,436,17
1133,141,290,8
1134,141,540,15
1135,141,298,19
1136,142,414,4
1137,142,231,7
1138,142,284,7
1139,142,547,3
1140,142,310,7
1141,142,153,15
1142,142,215,10
1143,142,395,15
1144,143,141,4
1145,143,173,19
1146,143,107,18
1147,143,244,16
1148,143,108,15
1149,143,221,12
1150,143,559,4
1151,143,596,3
1152,144,568,18
1153,144,461,17
1154,144,359,14
1155,144,582,19
1156,144,269,5
1157,144,160,7
1158,144,296,1
1159,144,318,14
1160,145,271,9
1161,145,393,14
1162,145,545,14
1163,145,536,6
1164,145,171,15
1165,145,506,1
1166,145,504,16
1167,145,307,12
1168,146,352,16
1169,146,33,8
1170,146,500,19
1171,146,405,16
1172,146,184,6
1173,146,494,7
1174,146,125,3
1175,146,235,8
1176,147,188,16
1177,147,454,14
1178,147,145,19
1179,147,366,11
1180,147,194,7
1181,147,193,14
1182,147,32,6
1183,147,93,13
1184,148,8,15
1185,148,44,15
1186,148,148,3
1187,148,576,14
1188,148,309,14
1189,148,62,14
1190,148,356,4
1191,148,269,16
1192,149,402,4
1193,149,383,15
1194,149,175,11
1195,149,102,19
1196,149,440,16
1197,149,19,16
1198,149,351,5
1199,149,15,13
1200,150,249,14
1201,150,378,17
1202,150,461,11
1203,150,405,13
1204,150,259,14
1205,150,123,16
1206,150,527,17
1207,150,8,4
1208,151,581,15
1209,151,572,1
1210,151,363,3
1211,151,450,15
1212,151,436,3
1213,151,171,1
1214,151,118,8
1215,151,299,1
1216,152,268,12
1217,152,506,1
1218,152,237,10
1219,152,564,15
1220,152,52,2
1221,152,313,9
1222,152,421,7
1223,152,552,6
1224,153,33,19
1225,153,253,8
1226,153,298,3
1227,153,337,12
1228,153,92,7
1229,153,582,14
1230,153,473,1
1231,153,469,13
1232,154,95,8
1233,154,421,2
1234,154,393,7
1235,154,450,7
1236,154,108,16
1237,154,232,16
1238,154,384,18
1239,154,113,11
1240,155,137,17
1241,155,308,3
1242,155,379,17
1243,155,354,9
1244,155,372,10
1245,155,197,17
1246,155,29,15
1247,155,415,2
1248,156,105,17
1249,156,538,12
1250,156,191,13
1251,156,490,15
1252,156,193,8
1253,156,566,12
1254,156,584,18
1255,156,567,16
1256,157,330,12
1257,157,244,13
1258,157,525,17
1259,157,338,11
1260,157,519,19
1261,157,568,14
1262,157,217,7
1263,157,418,4
1264,158,81,18
1265,158,533,9
1266,158,215,18
1267,158,413,15
1268,158,315,15
1269,158,176,17
1270,158,432,12
1271,158,346,19
1272,159,241,10
1273,159,104,14
1274,159,218,12
1275,159,106,6
1276,159,220,11
1277,159,19,4
1278,159,568,17
1279,159,127,9
1280,160,216,18
1281,160,135,9
1282,160,98,18
1283,160,52,18
1284,160,573,4
1285,160,520,12
1286,160,543,11
1287,160,93,4
1288,161,168,19
1289,161,139,16
1290,161,512,4
1291,161,349,5
1292,161,130,10
1293,161,542,2
1294,161,159,5
1295,161,79,17
1296,162,475,14
1297,162,73,7
1298,162,1,5
1299,162,310,11
1300,162,547,15
1301,162,42,16
1302,162,51,5
1303,162,60,4
1304,163,519,18
1305,163,27,13
1306,163,181,15
1307,163,62,10
1308,163,144,3
1309,163,459,2
1310,163,397,1
1311,163,377,12
1312,164,103,3
1313,164,164,1
1314,164,438,1
1315,164,73,10
1316,164,50,12
1317,164,94,1
1318,164,74,17
1319,164,55,18
1320,165,193,6
1321,165,36,4
1322,165,424,11
1323,165,133,13
1324,165,217,2
1325,165,425,4
1326,165,165,1
1327,165,109,9
1328,166,285,15
1329,166,557,5
1330,166,455,16
1331,166,465,13
1332,166,20,1
1333,166,221,8
1334,166,129,6
1335,166,142,4
1336,167,509,1
1337,167,545,11
1338,167,114,14
1339,167,481,4
1340,167,131,15
1341,167,583,10
1342,167,107,16
1343,167,528,1
1344,168,349,17
1345,168,128,17
1346,168,154,5
1347,168,270,6
1348,168,568,3
1349,168,190,2
1350,168,97,12
1351,168,291,17
1352,169,297,1
1353,169,512,11
1354,169,204,5
1355,169,338,3
1356,169,23,1
1357,169,269,19
1358,169,468,1
1359,169,571,16
1360,170,131,12
1361,170,421,11
1362,170,376,15
1363,170,481,18
1364,170,371,13
1365,170,371,14
1366,170,536,8
1367,170,177,6
1368,171,124,12
1369,171,291,4
1370,171,476,17
1371,171,493,19
1372,171,450,18
1373,171,268,13
1374,171,285,1
1375,171,335,17
1376,172,78,10
1377,172,141,3
1378,172,120,7
1379,172,23,5
1380,172,423,18
1381,172,465,3
1382,172,147,14
1383,172,325,13
1384,173,83,19
1385,173,398,11
1386,173,45,15
1387,173,268,14
1388,173,213,1
1389,173,421,6
1390,173,328,17
1391,173,503,1
1392,174,311,6
1393,174,596,1
1394,174,129,12
1395,174,6,9
1396,174,124,2
1397,174,189,15
1398,174,590,5
1399,174,417,19
1400,175,125,5
1401,175,432,1
1402,175,409,14
1403,175,66,8
1404,175,328,16
1405,175,374,12
1406,175,186,10
1407,175,113,10
1408,176,429,13
1409,176,492,3
1410,176,9,14
1411,176,343,16
1412,176,134,14
1413,176,100,7
1414,176,45,8
1415,176,132,3
1416,177,538,6
1417,177,541,10
1418,177,255,11
1419,177,449,13
1420,177,343,4
1421,177,493,12
1422,177,309,4
1423,177,489,9
1424,178,72,11
1425,178,474,8
1426,178,312,9
1427,178,106,7
1428,178,562,13
1429,178,181,2
1430,178,128,18
1431,178,152,5
1432,179,187,8
1433,179,40,19
1434,179,7,16
1435,179,178,12
1436,179,214,11
1437,179,509,12
1438,179,597,6
1439,179,307,19
1440,180,225,17
1441,180,19,14
1442,180,561,6
1443,180,441,15
1444,180,514,17
1445,180,367,19
1446,180,358,18
1447,180,308,3
1448,181,294,10
1449,181,377,11
1450,181,529,6
1451,181,399,1
1452,181,524,17
1453,181,132,12
1454,181,342,2
1455,181,425,9
1456,182,479,15
1457,182,478,14
1458,182,427,2
1459,182,430,1
1460,182,190,19
1461,182,28,4
1462,182,570,12
1463,182,278,5
1464,183,572,8
1465,183,457,11
1466,183,180,14
1467,183,581,14
1468,183,452,2
1469,183,400,19
1470,183,111,16
1471,183,457,13
1472,184,39,1
1473,184,470,1
1474,184,456,13
1475,184,298,10
1476,184,131,8
1477,184,599,2
1478,184,479,18
1479,184,439,15
1480,185,307,10
1481,185,500,13
1482,185,414,12
1483,185,598,5
1484,185,97,17
1485,185,387,10
1486,185,195,13
1487,185,292,19
1488,186,82,18
1489,186,427,19
1490,186,546,17
1491,186,580,19
1492,186,11,14
1493,186,557,1
1494,186,595,16
1495,186,464,16
1496,187,193,11
1497,187,68,16
1498,187,131,7
1499,187,573,11
1500,187,546,8
1501,187,60,7
1502,187,391,14
1503,187,572,13
1504,188,265,1
1505,188,80,19
1506,188,377,19
1507,188,230,12
1508,188,586,1
1509,188,157,1
1510,188,287,6
1511,188,471,4
1512,189,115,15
1513,189,427,15
1514,189,381,10
1515,189,257,11
1516,189,498,11
1517,189,280,13
1518,189,545,9
1519,189,317,17
1520,190,184,14
1521,190,310,15
1522,190,582,18
1523,190,282,3
1524,190,389,16
1525,190,307,15
1526,190,201,6
1527,190,522,19
1528,191,84,1
1529,191,467,10
1530,191,217,12
1531,191,368,1
1532,191,231,8
1533,191,559,4
1534,191,41,16
1535,191,96,8
1536,192,384,3
1537,192,334,11
1538,192,482,5
1539,192,461,10
1540,192,375,2
1541,192,402,19
1542,192,21,4
1543,192,275,16
1544,193,117,19
1545,193,571,8
1546,193,494,19
1547,193,481,12
1548,193,328,13
1549,193,570,5
1550,193,442,8
1551,193,551,16
1552,194,514,11
1553,194,452,12
1554,194,156,19
1555,194,149,9
1556,194,320,9
1557,194,501,1
1558,194,583,4
1559,194,578,6
1560,195,272,3
1561,195,28,18
1562,195,23,15
1563,195,61,12
1564,195,541,17
1565,195,593,14
1566,195,477,9
1567,195,475,2
1568,196,38,14
1569,196,139,14
1570,196,273,19
1571,196,91,16
1572,196,162,16
1573,196,61,9
1574,196,144,4
1575,196,421,6
1576,197,233,12
1577,197,7,7
1578,197,274,7
1579,197,248,1
1580,197,20,8
1581,197,328,12
1582,197,181,13
1583,197,432,7
1584,198,292,13
1585,198,484,12
1586,198,266,9
1587,198,58,9
1588,198,301,1
1589,198,413,11
1590,198,394,18
1591,198,35,17
1592,199,241,1
1593,199,70,4
1594,199,28,3
1595,199,398,2
1596,199,78,16
1597,199,248,16
1598,199,389,6
1599,199,530,10
1600,200,93,11
1601,200,189,13
1602,200,263,13
1603,200,261,1
1604,200,244,4
1605,200,197,18
1606,200,18,4
1607,200,541,10
1608,201,379,10
1609,201,242,2
1610,201,375,5
1611,201,167,15
1612,201,512,13
1613,201,102,18
1614,201,570,15
1615,201,153,15
1616,202,498,2
1617,202,109,18
1618,202,158,14
1619,202,510,14
1620,202,399,7
1621,202,537,16
1622,202,418,9
1623,202,148,6
1624,203,4,2
1625,203,229,18
1626,203,274,11
1627,203,547,16
1628,203,279,4
1629,203,575,4
1630,203,419,5
1631,203,223,2
1632,204,111,13
1633,204,140,9
1634,204,46,7
1635,204,126,1
1636,204,424,17
1637,204,176,4
1638,204,168,11
1639,204,102,11
1640,205,332,3
1641,205,584,6
1642,205,47,8
1643,205,255,17
1644,205,111,15
1645,205,287,10
1646,205,398,14
1647,205,235,12
1648,206,142,10
1649,206,472,8
1650,206,193,15
1651,206,405,9
1652,206,119,7
1653,206,354,8
1654,206,437,19
1655,206,588,14
1656,207,570,11
1657,207,426,16
1658,207,236,18
1659,207,65,13
1660,207,489,19
1661,207,154,9
1662,207,22,18
1663,207,224,17
1664,208,16,7
1665,208,573,9
